outcome,patient_type,group_mean,group_month_median,group_month_mean,group_month_max,volume_weighted
patient_contrib,concessional,4.628527546796604,4.668755720864618,4.6237110110330155,7.7,4.591728681429277
govt_contrib,concessional,116.4197927728213,24.339774518684862,109.92217420269876,9974.131428571429,21.171083818902716
patient_contrib,general,26.191545783921004,25.861486978815275,26.34331664205712,42.5,19.1965925071781
govt_contrib,general,85.46706998780454,1.7716638441998307,87.60399801299727,9950.124705882352,4.505774835097835
